Attrition,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Ticket_Medio,Transacoes_por_Mes,Gasto_Medio_Mensal,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Faixa_Idade,Renda_Class,Cluster
0,62,0,36,3,2,4,0.825,4423,67,0.763,0.484,66.01492537313433,1.8611111111111112,122.86111111111111,M,Unknown,Single,Less than $40K,Blue,50-69,Baixa,1
0,44,3,36,6,2,4,0.678,3999,66,1.062,0.0,60.59090909090909,1.8333333333333333,111.08333333333331,F,Uneducated,Unknown,Less than $40K,Blue,30-49,Baixa,0
0,55,2,46,3,1,4,0.51,5220,74,0.423,0.05,70.54054054054055,1.608695652173913,113.47826086956522,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0
0,43,4,33,4,1,1,0.667,4354,79,0.927,0.19,55.11392405063291,2.393939393939394,131.93939393939394,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0
0,35,2,27,6,1,0,0.581,4598,71,0.651,0.796,64.7605633802817,2.6296296296296298,170.2962962962963,F,Doctorate,Married,$40K - $60K,Blue,30-49,Média,1
0,49,3,38,4,1,3,0.732,4887,69,0.725,0.584,70.82608695652173,1.8157894736842104,128.60526315789474,M,High School,Unknown,$40K - $60K,Blue,30-49,Média,1
1,44,3,25,5,2,3,0.488,2048,40,0.333,0.038,51.2,1.6,81.92,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
1,48,3,36,3,3,1,0.4,1884,43,0.303,0.763,43.81395348837209,1.1944444444444444,52.333333333333336,F,Graduate,Single,Unknown,Blue,30-49,Baixa,1
0,42,4,30,6,2,4,0.848,3574,75,0.923,0.03,47.653333333333336,2.5,119.13333333333334,M,High School,Married,$120K +,Gold,30-49,Alta,0
0,43,4,37,3,2,3,0.543,3966,77,0.638,0.138,51.50649350649351,2.081081081081081,107.1891891891892,M,Unknown,Married,$40K - $60K,Blue,30-49,Média,0
1,39,1,26,3,3,1,0.712,2579,47,0.469,0.819,54.87234042553192,1.807692307692308,99.1923076923077,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,1
1,42,5,36,2,3,2,0.637,2335,40,0.429,0.0,58.375,1.1111111111111112,64.86111111111111,M,Unknown,Married,$60K - $80K,Blue,30-49,Alta,0
0,44,1,37,3,1,4,0.497,4014,69,0.568,0.073,58.17391304347826,1.864864864864865,108.48648648648648,M,Graduate,Single,$60K - $80K,Blue,30-49,Alta,0
0,56,0,45,3,6,2,0.568,4118,70,0.591,0.658,58.82857142857143,1.5555555555555556,91.5111111111111,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,1
0,46,3,38,3,3,1,0.51,4699,73,0.622,0.037,64.36986301369863,1.9210526315789476,123.65789473684212,M,College,Single,$80K - $120K,Silver,30-49,Alta,0
0,50,2,37,4,1,2,0.957,3739,55,0.618,0.356,67.98181818181818,1.4864864864864864,101.05405405405403,M,College,Married,$60K - $80K,Blue,50-69,Alta,1
0,43,3,33,4,3,4,0.482,3412,71,0.821,0.155,48.056338028169016,2.1515151515151514,103.3939393939394,M,College,Unknown,$60K - $80K,Blue,30-49,Alta,0
0,45,3,30,3,2,3,0.788,4110,71,1.152,0.543,57.88732394366197,2.3666666666666667,137.0,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,1
0,58,2,52,6,2,3,0.726,3525,78,0.733,0.059,45.19230769230769,1.5,67.78846153846153,M,Unknown,Divorced,$60K - $80K,Blue,50-69,Alta,0
0,39,2,31,5,3,4,0.671,3961,69,0.605,0.135,57.40579710144928,2.225806451612903,127.7741935483871,F,Graduate,Divorced,Less than $40K,Blue,30-49,Baixa,0
0,44,2,32,3,1,4,0.58,3592,66,0.833,0.329,54.42424242424242,2.0625,112.25,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,1
0,45,3,29,4,1,2,0.796,4480,70,0.75,0.718,64.0,2.413793103448276,154.48275862068965,M,High School,Single,Less than $40K,Blue,30-49,Baixa,1
0,55,2,46,5,3,4,0.907,4271,79,0.756,0.0,54.063291139240505,1.7173913043478262,92.84782608695652,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,49,2,35,3,3,4,1.103,4498,64,0.829,0.565,70.28125,1.8285714285714283,128.5142857142857,F,College,Married,Less than $40K,Blue,30-49,Baixa,1
0,46,3,37,5,1,3,0.802,4519,78,0.733,0.794,57.93589743589744,2.108108108108108,122.13513513513512,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,43,4,37,3,1,3,0.605,3924,82,0.783,0.06,47.85365853658536,2.216216216216216,106.05405405405403,M,Unknown,Married,$120K +,Blue,30-49,Alta,0
0,42,5,36,5,2,4,0.493,4389,79,0.58,0.404,55.55696202531646,2.1944444444444446,121.91666666666669,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,45,3,28,5,3,1,0.665,4293,73,0.622,0.042,58.80821917808219,2.607142857142857,153.32142857142858,M,Graduate,Unknown,$80K - $120K,Blue,30-49,Alta,0
0,48,4,29,6,3,4,0.785,4284,69,1.3,0.784,62.08695652173913,2.3793103448275863,147.72413793103448,F,Unknown,Unknown,Less than $40K,Blue,30-49,Baixa,1
0,47,3,42,3,2,2,0.91,4477,82,0.745,0.235,54.59756097560975,1.9523809523809523,106.5952380952381,F,Unknown,Single,Unknown,Blue,30-49,Baixa,0
0,44,3,33,6,2,3,0.669,4768,80,0.86,0.0,59.6,2.4242424242424243,144.4848484848485,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,0
1,59,1,36,2,3,3,0.5,2017,37,0.762,0.0,54.51351351351352,1.0277777777777777,56.02777777777778,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
1,49,3,36,3,3,3,0.409,1849,43,0.536,0.0,43.0,1.1944444444444444,51.36111111111112,F,Graduate,Divorced,Less than $40K,Blue,30-49,Baixa,0
0,47,5,42,5,1,2,0.656,4570,68,0.511,0.495,67.20588235294117,1.619047619047619,108.8095238095238,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,58,1,46,4,1,3,0.583,4214,83,0.537,0.547,50.7710843373494,1.8043478260869563,91.6086956521739,F,High School,Married,Less than $40K,Blue,50-69,Baixa,1
0,48,3,36,5,3,0,0.871,4786,81,0.723,0.608,59.08641975308642,2.25,132.94444444444446,F,College,Married,Less than $40K,Blue,30-49,Baixa,1
0,46,3,41,4,3,1,1.065,3101,54,1.0,0.047,57.42592592592592,1.3170731707317074,75.63414634146342,M,College,Married,$80K - $120K,Blue,30-49,Alta,0
1,51,3,46,1,4,3,0.711,2473,44,0.571,0.196,56.20454545454545,0.9565217391304348,53.76086956521739,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,51,2,43,4,2,0,0.799,4850,80,0.633,0.408,60.625,1.8604651162790695,112.7906976744186,M,Post-Graduate,Unknown,$80K - $120K,Blue,50-69,Alta,1
1,56,2,36,1,2,2,0.65,2123,37,0.542,0.0,57.37837837837838,1.0277777777777777,58.97222222222222,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0
0,50,3,36,4,3,1,0.554,4442,64,0.73,0.813,69.40625,1.7777777777777777,123.38888888888889,F,High School,Single,Less than $40K,Blue,50-69,Baixa,1
0,47,2,41,6,1,1,0.756,4006,68,0.478,0.395,58.91176470588236,1.6585365853658536,97.70731707317071,M,Unknown,Single,$80K - $120K,Blue,30-49,Alta,1
0,53,1,45,3,2,2,0.787,5085,78,0.773,0.864,65.1923076923077,1.7333333333333334,113.0,F,College,Single,Less than $40K,Blue,50-69,Baixa,1
0,46,3,39,3,3,2,0.748,3601,66,0.65,0.804,54.56060606060606,1.6923076923076923,92.33333333333331,F,Graduate,Married,$40K - $60K,Blue,30-49,Média,1
0,39,1,35,5,3,0,0.631,3785,63,0.75,0.631,60.07936507936508,1.8,108.14285714285714,F,Uneducated,Single,Less than $40K,Blue,30-49,Baixa,1
0,50,1,35,5,2,2,0.66,3808,81,0.884,0.536,47.01234567901235,2.3142857142857145,108.8,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,1
0,55,2,36,3,2,1,0.721,3281,63,0.8,0.061,52.07936507936508,1.75,91.13888888888889,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,0
1,50,3,37,1,3,2,0.504,1704,34,0.478,0.0,50.11764705882353,0.918918918918919,46.054054054054056,M,College,Unknown,$80K - $120K,Blue,50-69,Alta,0
0,45,5,36,6,3,2,0.644,4596,71,0.449,0.403,64.73239436619718,1.9722222222222223,127.66666666666669,M,High School,Married,$60K - $80K,Blue,30-49,Alta,1
0,42,3,36,6,1,0,0.952,3934,74,0.644,0.03,53.16216216216216,2.055555555555556,109.27777777777776,M,College,Single,$80K - $120K,Blue,30-49,Alta,0
0,50,2,43,4,2,1,0.975,4297,88,0.833,0.703,48.82954545454545,2.046511627906977,99.93023255813954,F,High School,Single,Less than $40K,Blue,50-69,Baixa,1
1,50,2,36,5,2,2,0.658,2329,43,0.593,0.0,54.16279069767442,1.1944444444444444,64.69444444444444,F,Graduate,Unknown,Less than $40K,Blue,50-69,Baixa,0
0,51,3,39,3,3,0,0.819,4124,87,0.891,0.086,47.40229885057471,2.230769230769231,105.74358974358974,F,Uneducated,Married,Less than $40K,Blue,50-69,Baixa,0
0,48,4,31,6,6,4,0.7,4727,83,0.804,0.749,56.95180722891566,2.677419354838709,152.48387096774192,F,Post-Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
1,37,3,24,2,3,2,0.87,2567,43,0.593,0.0,59.69767441860465,1.7916666666666667,106.95833333333331,F,Unknown,Single,Unknown,Blue,30-49,Baixa,0
1,43,2,36,6,2,4,0.324,1868,40,0.212,0.043,46.7,1.1111111111111112,51.888888888888886,M,High School,Married,$120K +,Blue,30-49,Alta,0
0,37,1,23,6,3,4,0.836,5202,88,0.692,0.791,59.11363636363637,3.8260869565217392,226.17391304347825,F,High School,Single,Less than $40K,Blue,30-49,Baixa,1
0,45,4,34,3,2,3,0.632,4472,86,0.792,0.107,52.0,2.5294117647058822,131.52941176470588,M,High School,Single,$80K - $120K,Blue,30-49,Alta,0
0,44,2,36,5,3,4,0.666,2473,56,0.6,0.0,44.160714285714285,1.5555555555555556,68.69444444444444,F,High School,Single,Less than $40K,Blue,30-49,Baixa,0
0,60,2,52,4,3,2,0.735,3863,69,0.725,0.65,55.98550724637681,1.3269230769230769,74.28846153846153,F,Uneducated,Unknown,$40K - $60K,Blue,50-69,Média,1
0,58,1,36,6,2,4,0.657,4722,89,0.745,0.0,53.056179775280896,2.4722222222222223,131.16666666666666,F,Post-Graduate,Single,Less than $40K,Blue,50-69,Baixa,0
0,42,2,28,3,1,3,0.983,4496,77,0.925,0.0,58.38961038961039,2.75,160.57142857142858,M,Graduate,Single,$40K - $60K,Blue,30-49,Média,0
0,61,0,48,3,2,4,0.644,4313,84,0.787,0.766,51.345238095238095,1.75,89.85416666666667,M,High School,Single,$40K - $60K,Blue,50-69,Média,1
1,56,4,43,6,2,6,0.831,2342,40,0.6,0.0,58.55,0.9302325581395348,54.46511627906977,M,High School,Married,$60K - $80K,Blue,50-69,Alta,0
0,44,2,36,5,6,1,0.57,4682,89,0.679,0.188,52.60674157303371,2.4722222222222223,130.05555555555554,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0
1,39,1,33,3,3,4,1.144,2866,59,0.735,0.467,48.57627118644068,1.7878787878787878,86.84848484848484,M,Unknown,Single,$40K - $60K,Blue,30-49,Média,1
0,43,3,32,4,3,2,0.648,4116,64,0.684,0.199,64.3125,2.0,128.625,F,Unknown,Married,Less than $40K,Silver,30-49,Baixa,0
0,39,2,23,5,2,1,0.69,2045,53,1.65,0.328,38.58490566037736,2.3043478260869565,88.91304347826087,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,1
0,50,4,45,4,1,4,0.783,4451,65,0.711,0.507,68.47692307692307,1.4444444444444444,98.91111111111113,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,1
0,44,2,27,3,1,2,0.865,4413,69,0.725,0.092,63.95652173913044,2.555555555555556,163.44444444444446,M,College,Married,$60K - $80K,Blue,30-49,Alta,0
0,30,1,24,3,5,4,0.683,4189,86,0.911,0.169,48.7093023255814,3.583333333333333,174.54166666666666,F,Uneducated,Single,Unknown,Blue,30-49,Baixa,0
0,47,1,37,6,3,3,0.893,4439,74,0.682,0.685,59.98648648648648,2.0,119.97297297297295,F,Graduate,Single,Unknown,Blue,30-49,Baixa,1
0,47,3,42,6,3,3,0.708,3821,83,0.66,0.091,46.036144578313255,1.9761904761904765,90.97619047619048,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
1,49,3,35,3,3,2,0.677,2687,41,0.414,0.0,65.53658536585365,1.1714285714285717,76.77142857142857,F,Post-Graduate,Married,Less than $40K,Blue,30-49,Baixa,0
0,42,2,31,6,2,1,0.775,4483,77,0.54,0.75,58.22077922077922,2.4838709677419355,144.61290322580646,F,Graduate,Divorced,$40K - $60K,Blue,30-49,Média,1
0,57,1,44,4,3,2,1.156,2673,43,0.87,0.491,62.16279069767442,0.9772727272727272,60.75,F,Unknown,Single,Less than $40K,Blue,50-69,Baixa,1
1,43,4,24,6,2,3,0.706,2492,43,0.593,0.566,57.95348837209303,1.7916666666666667,103.83333333333331,F,Unknown,Married,Less than $40K,Blue,30-49,Baixa,1
0,44,3,37,4,1,1,0.63,5102,63,0.615,0.326,80.98412698412699,1.7027027027027026,137.8918918918919,F,High School,Single,$40K - $60K,Blue,30-49,Média,1
0,45,3,38,6,5,1,0.879,4554,75,0.744,0.0,60.72,1.973684210526316,119.84210526315788,F,Uneducated,Married,Less than $40K,Blue,30-49,Baixa,0
0,51,3,43,5,3,3,0.925,4969,84,0.909,0.213,59.15476190476191,1.9534883720930232,115.55813953488372,M,High School,Single,$60K - $80K,Blue,50-69,Alta,0
0,57,0,36,5,1,3,1.038,4297,64,0.778,0.246,67.140625,1.7777777777777777,119.36111111111111,F,High School,Divorced,Less than $40K,Blue,50-69,Baixa,0
0,60,1,50,6,3,3,1.001,4328,68,0.581,0.23,63.64705882352941,1.36,86.56,F,Uneducated,Single,Unknown,Blue,50-69,Baixa,0
0,64,0,56,4,2,3,0.775,3951,79,0.881,0.69,50.0126582278481,1.4107142857142858,70.55357142857143,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,1
0,37,3,18,5,3,2,0.778,3950,82,0.864,0.0,48.170731707317074,4.555555555555555,219.44444444444449,M,Graduate,Married,$80K - $120K,Blue,30-49,Alta,0
0,49,3,42,4,3,4,0.618,3192,61,0.848,0.322,52.32786885245902,1.4523809523809523,76.0,F,Unknown,Single,$40K - $60K,Blue,30-49,Média,1
1,53,4,37,3,2,3,0.863,2141,35,0.346,0.0,61.17142857142857,0.945945945945946,57.86486486486486,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,46,4,40,5,3,4,0.675,4481,77,0.925,0.491,58.1948051948052,1.925,112.025,F,Graduate,Married,Unknown,Blue,30-49,Baixa,1
0,50,2,46,5,3,2,0.527,3927,60,0.935,0.114,65.45,1.3043478260869563,85.3695652173913,F,High School,Single,Less than $40K,Blue,50-69,Baixa,0
0,56,3,50,5,2,2,0.721,3270,63,0.8,0.0,51.90476190476191,1.26,65.4,F,Unknown,Single,Less than $40K,Blue,50-69,Baixa,0
0,45,3,34,6,2,3,1.019,4224,77,0.791,0.506,54.85714285714285,2.264705882352941,124.23529411764706,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,43,4,36,3,3,2,0.864,4192,73,0.738,0.03,57.42465753424658,2.0277777777777777,116.44444444444444,M,High School,Divorced,$80K - $120K,Blue,30-49,Alta,0
0,52,2,48,6,6,1,0.642,4254,73,0.587,0.043,58.273972602739725,1.5208333333333333,88.625,M,Unknown,Married,$80K - $120K,Silver,50-69,Alta,0
0,47,3,36,3,1,4,0.657,4579,87,0.74,0.598,52.63218390804597,2.4166666666666665,127.19444444444444,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,1
0,50,0,36,4,3,2,0.854,4759,98,0.719,0.0,48.56122448979592,2.7222222222222223,132.19444444444446,F,High School,Married,Less than $40K,Blue,50-69,Baixa,0
1,42,4,36,5,2,3,0.509,1841,39,0.5,0.0,47.20512820512821,1.0833333333333333,51.138888888888886,M,College,Single,$40K - $60K,Blue,30-49,Média,0
0,49,1,42,6,2,1,0.964,2750,57,0.9,0.082,48.24561403508772,1.3571428571428572,65.47619047619048,M,Graduate,Single,$80K - $120K,Blue,30-49,Alta,0
0,50,2,43,4,1,3,1.196,4512,77,0.833,0.0,58.5974025974026,1.7906976744186047,104.93023255813954,F,Graduate,Single,$40K - $60K,Blue,50-69,Média,0
0,49,2,36,3,2,1,0.582,3592,79,0.756,0.305,45.46835443037975,2.1944444444444446,99.77777777777776,F,College,Single,$40K - $60K,Blue,30-49,Média,1
0,43,4,36,5,1,1,0.75,4282,52,0.926,0.085,82.34615384615384,1.4444444444444444,118.94444444444444,M,Graduate,Divorced,$80K - $120K,Blue,30-49,Alta,0
0,60,0,47,6,3,3,0.795,4522,75,0.471,0.734,60.29333333333334,1.5957446808510638,96.2127659574468,M,College,Unknown,Less than $40K,Blue,50-69,Baixa,1
0,49,4,42,3,3,2,1.043,4344,68,1.194,0.532,63.88235294117647,1.619047619047619,103.42857142857144,M,Graduate,Single,$40K - $60K,Blue,30-49,Média,1
1,42,4,37,3,3,1,0.547,2232,41,0.464,0.0,54.4390243902439,1.108108108108108,60.32432432432432,F,College,Married,$40K - $60K,Blue,30-49,Média,0
0,42,3,26,3,2,2,0.726,3910,68,0.659,0.026,57.5,2.6153846153846154,150.3846153846154,M,College,Single,$80K - $120K,Silver,30-49,Alta,0
0,43,3,23,5,2,2,0.807,3462,49,1.042,0.506,70.65306122448979,2.130434782608696,150.52173913043478,M,Graduate,Single,$120K +,Blue,30-49,Alta,1
0,42,2,36,6,1,2,0.813,3338,65,0.711,0.107,51.35384615384616,1.805555555555556,92.72222222222224,F,Doctorate,Unknown,Less than $40K,Silver,30-49,Baixa,0
0,43,5,36,6,2,4,0.967,4852,85,0.771,0.228,57.08235294117648,2.361111111111111,134.77777777777777,M,Uneducated,Married,$60K - $80K,Blue,30-49,Alta,0
0,47,1,29,3,2,2,0.454,3115,69,0.816,0.0,45.14492753623188,2.3793103448275863,107.41379310344828,M,High School,Married,$60K - $80K,Blue,30-49,Alta,0
0,56,1,45,3,1,2,0.603,3991,76,0.617,0.08,52.51315789473684,1.6888888888888889,88.68888888888888,M,Uneducated,Single,$80K - $120K,Blue,50-69,Alta,0
0,56,2,48,4,3,3,0.772,3331,74,0.682,0.55,45.01351351351352,1.5416666666666667,69.39583333333333,M,Doctorate,Single,$80K - $120K,Blue,50-69,Alta,1
0,43,3,39,5,3,2,0.673,4084,70,0.628,0.678,58.34285714285714,1.794871794871795,104.71794871794872,F,High School,Unknown,Less than $40K,Blue,30-49,Baixa,1
1,38,2,33,2,3,2,0.598,2413,53,0.606,0.0,45.528301886792455,1.606060606060606,73.12121212121212,M,Unknown,Single,$60K - $80K,Blue,30-49,Alta,0
0,47,1,34,3,2,2,0.757,4613,86,0.593,0.65,53.63953488372093,2.5294117647058822,135.6764705882353,F,Graduate,Married,Unknown,Blue,30-49,Baixa,1
1,57,3,49,1,3,5,0.811,2379,46,0.769,0.509,51.71739130434783,0.9387755102040816,48.55102040816327,F,Unknown,Single,Less than $40K,Blue,50-69,Baixa,1
0,44,3,37,5,2,3,0.903,3309,67,1.03,0.553,49.38805970149254,1.8108108108108107,89.43243243243244,M,Graduate,Single,$60K - $80K,Blue,30-49,Alta,1
0,42,1,36,5,3,3,0.883,4119,73,1.028,0.731,56.42465753424658,2.0277777777777777,114.41666666666669,F,High School,Married,Less than $40K,Blue,30-49,Baixa,1
0,49,1,39,5,2,2,0.88,4697,83,0.844,0.454,56.59036144578313,2.128205128205128,120.43589743589745,F,High School,Married,Less than $40K,Blue,30-49,Baixa,1
0,48,2,44,5,1,2,0.542,4674,72,0.714,0.145,64.91666666666667,1.6363636363636365,106.22727272727272,M,High School,Married,$80K - $120K,Blue,30-49,Alta,0
0,44,5,31,5,1,2,0.709,4076,60,0.579,0.33,67.93333333333334,1.935483870967742,131.48387096774192,M,Doctorate,Single,$120K +,Blue,30-49,Alta,1
1,42,4,36,3,2,2,0.598,1934,30,0.579,0.258,64.46666666666667,0.8333333333333334,53.72222222222222,M,Unknown,Married,$60K - $80K,Blue,30-49,Alta,0
1,48,4,36,3,3,3,0.995,2538,42,0.4,0.052,60.42857142857143,1.1666666666666667,70.5,M,Unknown,Single,$80K - $120K,Blue,30-49,Alta,0
1,42,3,30,2,3,3,0.373,1693,37,0.423,0.0,45.75675675675676,1.2333333333333334,56.43333333333333,F,Doctorate,Single,Less than $40K,Blue,30-49,Baixa,0
0,43,4,38,5,1,2,0.728,3623,63,0.853,0.601,57.507936507936506,1.6578947368421053,95.34210526315788,M,Unknown,Married,$80K - $120K,Blue,30-49,Alta,1
0,50,3,43,6,2,1,0.699,4483,87,0.776,0.787,51.52873563218391,2.0232558139534884,104.25581395348836,F,Uneducated,Unknown,Less than $40K,Blue,50-69,Baixa,1
0,35,1,26,4,2,3,0.873,4237,76,0.9,0.469,55.75,2.923076923076923,162.96153846153845,F,High School,Married,Less than $40K,Blue,30-49,Baixa,1
1,47,2,39,2,3,1,0.403,1682,43,0.303,0.039,39.11627906976744,1.1025641025641026,43.12820512820513,M,High School,Married,$60K - $80K,Blue,30-49,Alta,0
1,41,3,33,3,2,3,0.648,2302,42,0.5,0.0,54.80952380952381,1.2727272727272727,69.75757575757575,M,Post-Graduate,Unknown,$80K - $120K,Blue,30-49,Alta,0
0,43,2,37,6,3,1,0.681,3694,67,0.718,0.094,55.13432835820896,1.8108108108108107,99.83783783783784,M,College,Single,$120K +,Blue,30-49,Alta,0
0,64,1,36,3,3,1,0.827,4168,64,0.6,0.066,65.125,1.7777777777777777,115.77777777777776,F,High School,Divorced,Unknown,Blue,50-69,Baixa,0
0,42,4,34,3,2,3,0.846,4544,72,0.565,0.0,63.11111111111112,2.117647058823529,133.64705882352942,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,0
0,49,5,43,3,1,1,0.684,4192,62,0.55,0.404,67.61290322580645,1.441860465116279,97.48837209302326,M,Doctorate,Single,$40K - $60K,Blue,30-49,Média,1
0,46,3,27,4,2,3,0.584,4492,71,0.821,0.064,63.267605633802816,2.6296296296296298,166.37037037037038,M,Uneducated,Single,$120K +,Blue,30-49,Alta,0
1,51,0,32,4,2,3,0.879,2377,47,0.516,0.188,50.57446808510638,1.46875,74.28125,F,Graduate,Married,Less than $40K,Blue,50-69,Baixa,0
0,47,5,38,5,3,4,0.635,3578,75,0.531,0.025,47.70666666666666,1.973684210526316,94.15789473684212,M,Graduate,Married,$60K - $80K,Blue,30-49,Alta,0
0,38,2,29,5,3,2,0.567,4345,68,0.511,0.712,63.89705882352941,2.3448275862068964,149.82758620689654,F,Unknown,Single,$40K - $60K,Blue,30-49,Média,1
0,52,1,40,4,1,2,0.671,4561,82,0.907,0.0,55.6219512195122,2.05,114.025,M,Unknown,Married,$120K +,Blue,50-69,Alta,0
0,47,4,36,6,1,3,0.648,3392,70,0.591,0.851,48.457142857142856,1.9444444444444444,94.22222222222224,M,High School,Divorced,$60K - $80K,Blue,30-49,Alta,1
1,40,2,25,2,2,4,0.563,1633,32,0.778,0.663,51.03125,1.28,65.32,F,Post-Graduate,Married,$40K - $60K,Blue,30-49,Média,1
0,43,3,30,3,3,1,0.695,3956,71,0.732,0.537,55.71830985915493,2.3666666666666667,131.86666666666667,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,1
1,48,1,41,6,2,4,0.814,2403,42,0.615,0.161,57.21428571428572,1.024390243902439,58.609756097560975,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,0
0,47,4,37,6,3,3,0.569,2311,58,0.487,0.146,39.8448275862069,1.5675675675675675,62.45945945945946,M,Unknown,Unknown,Less than $40K,Blue,30-49,Baixa,0
0,54,3,44,3,2,3,0.771,4292,66,0.833,0.787,65.03030303030303,1.5,97.54545454545456,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,1
0,41,2,30,6,2,4,0.769,4250,85,0.889,0.334,50.0,2.833333333333333,141.66666666666666,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,40,3,20,6,2,2,0.743,4574,84,0.714,0.662,54.45238095238095,4.2,228.7,F,College,Unknown,$40K - $60K,Blue,30-49,Média,1
0,33,2,23,5,1,1,0.823,4478,87,0.673,0.074,51.47126436781609,3.782608695652174,194.69565217391303,M,Doctorate,Single,$120K +,Blue,30-49,Alta,0
0,47,2,39,5,3,2,0.746,4384,70,0.522,0.392,62.62857142857143,1.794871794871795,112.4102564102564,F,High School,Single,Less than $40K,Blue,30-49,Baixa,1
0,46,3,38,5,3,4,0.686,4678,80,0.509,0.111,58.475,2.1052631578947367,123.10526315789474,M,College,Married,$60K - $80K,Blue,30-49,Alta,0
1,44,2,36,1,2,2,1.041,2888,39,0.444,0.0,74.05128205128206,1.0833333333333333,80.22222222222223,F,Doctorate,Divorced,Less than $40K,Blue,30-49,Baixa,0
1,51,3,36,6,3,3,0.501,2216,34,0.308,0.43,65.17647058823529,0.9444444444444444,61.55555555555556,M,Graduate,Single,$80K - $120K,Blue,50-69,Alta,1
0,48,3,36,3,2,2,0.686,4385,80,0.951,0.0,54.8125,2.2222222222222223,121.80555555555556,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,0
0,51,1,47,4,3,1,0.826,4242,70,0.458,0.0,60.6,1.4893617021276595,90.25531914893617,F,High School,Single,Less than $40K,Blue,50-69,Baixa,0
1,48,1,42,3,3,2,0.708,2522,42,0.312,0.443,60.04761904761905,1.0,60.04761904761905,F,Graduate,Married,Less than $40K,Blue,30-49,Baixa,1
0,48,4,44,4,3,0,0.712,3946,48,1.286,0.0,82.20833333333333,1.0909090909090908,89.68181818181819,F,Uneducated,Single,Unknown,Blue,30-49,Baixa,0
0,50,4,36,4,2,2,0.399,4490,68,0.789,0.288,66.02941176470588,1.8888888888888888,124.72222222222224,F,College,Married,Unknown,Blue,50-69,Baixa,1
0,35,2,19,4,3,3,0.537,3015,64,0.73,0.109,47.109375,3.3684210526315788,158.68421052631578,M,High School,Unknown,$40K - $60K,Blue,30-49,Média,0
0,35,4,22,6,3,3,0.512,3427,64,0.829,0.0,53.546875,2.909090909090909,155.77272727272728,F,Graduate,Single,Less than $40K,Blue,30-49,Baixa,0
0,51,1,37,4,3,4,0.7,3325,76,0.652,0.158,43.75,2.054054054054054,89.86486486486487,F,Graduate,Single,Less than $40K,Blue,50-69,Baixa,0
0,50,0,36,3,3,2,0.468,4509,80,0.667,0.459,56.3625,2.2222222222222223,125.25,M,Unknown,Divorced,$60K - $80K,Blue,50-69,Alta,1
0,50,2,36,6,2,1,0.909,4697,82,0.907,0.0,57.28048780487805,2.2777777777777777,130.47222222222223,F,High School,Married,Less than $40K,Blue,50-69,Baixa,0
1,54,1,40,1,1,4,0.43,1632,36,0.44,0.0,45.333333333333336,0.9,40.8,F,Unknown,Married,Less than $40K,Blue,50-69,Baixa,0
0,45,5,36,4,2,0,0.997,4756,73,0.553,0.582,65.15068493150685,2.0277777777777777,132.11111111111111,F,Unknown,Single,Less than $40K,Blue,30-49,Baixa,1
0,31,0,19,6,3,1,0.569,3959,71,0.732,0.626,55.76056338028169,3.736842105263158,208.3684210526316,F,Post-Graduate,Single,Less than $40K,Blue,30-49,Baixa,1
